Date,beta0,beta1,beta2
2014-05-19,3.94729519464,-4.0023123435,-3.44902922774
2014-05-20,3.94267824846,-3.97428885298,-3.55985593916
2014-05-21,3.97863153962,-4.00856450383,-3.56940239152
2014-05-22,3.9946359485,-4.03937162118,-3.52971812908
2014-05-23,3.96092587716,-3.99551880073,-3.51468747056
2014-05-27,3.91722559685,-3.95875282216,-3.40555116884
2014-05-28,3.82179721163,-3.85158299178,-3.39445557995
2014-05-29,3.84495138555,-3.87326378532,-3.40511605497
2014-05-30,3.86987915851,-3.90090483305,-3.38551312259
2014-06-02,3.9237103419,-3.97121070344,-3.30603347025
2014-06-03,3.99394060039,-4.04958444708,-3.30021803092
2014-06-04,4.01449788633,-4.07013928099,-3.32626894913
2014-06-05,4.00570196878,-4.05804977737,-3.38858084921
2014-06-06,3.99387979443,-4.05867004113,-3.25439731168
2014-06-09,4.0017864447,-4.07031984377,-3.18259019172
2014-06-10,4.01508052127,-4.08635539523,-3.11293489503
2014-06-11,4.02247228069,-4.09436255589,-3.15976045517
2014-06-12,3.94983286127,-4.01677870148,-3.15948040417
2014-06-13,3.93575628678,-4.01561861334,-2.97324602393
2014-06-16,3.9202811749,-4.00071273355,-2.8828909147
2014-06-17,3.96709009292,-4.06022587094,-2.80073985067
2014-06-18,3.95095485807,-4.03533837603,-2.95296732044
2014-06-19,4.00258568157,-4.09892717559,-3.03025203189
2014-06-20,3.96794516326,-4.07072822972,-2.93771034636
2014-06-23,3.97463149148,-4.06525611412,-2.95158134512
2014-06-24,3.91706577402,-4.0059473947,-2.88529675215
2014-06-25,3.89405949688,-3.9830573657,-2.91242870023
2014-06-26,3.85720010886,-3.93316263646,-2.95814050552
2014-06-27,3.88343700077,-3.95681779395,-3.04177544341
2014-06-30,3.85572300637,-3.92049684428,-3.00604352878
2014-07-01,3.92330146684,-3.99836758683,-3.03533303842
2014-07-02,3.99055425369,-4.0772774695,-2.993248578
2014-07-03,3.98978739185,-4.09441823058,-2.86793279519
2014-07-07,3.94464042233,-4.03752418377,-2.79209050144
2014-07-08,3.87672713071,-3.97004100892,-2.7552359688
2014-07-09,3.86431696806,-3.94881210637,-2.79721333199
2014-07-10,3.88371829977,-3.96727643361,-2.94959400116
2014-07-11,3.83638854147,-3.91626867593,-2.87483105257
2014-07-14,3.86246819554,-3.94912093463,-2.83459844211
2014-07-15,3.86277159757,-3.95786575303,-2.77003858733
2014-07-16,3.833292839,-3.9330969305,-2.6813243251
2014-07-17,3.74780601237,-3.83875653584,-2.70613224193
2014-07-18,3.76217122222,-3.86097785223,-2.60674731918
2014-07-21,3.72495682252,-3.82648431621,-2.49662366692
2014-07-22,3.7222005744,-3.81229744378,-2.56915870656
2014-07-23,3.72861572712,-3.8204389347,-2.59862445901
2014-07-24,3.76824264403,-3.86472549871,-2.52144426662
2014-07-25,3.70060666475,-3.79850777343,-2.46020978881
2014-07-28,3.71815604749,-3.82094239283,-2.39595989461
2014-07-29,3.667281162,-3.77290275051,-2.3453450681
2014-07-30,3.77779546203,-3.88790941328,-2.35128493496
2014-07-31,3.79992469339,-3.9220906697,-2.42057930488
2014-08-01,3.77864661701,-3.87510191305,-2.67811355601
2014-08-04,3.79298176948,-3.87528007254,-2.76439509489
2014-08-05,3.76620409057,-3.85175875295,-2.7211191341
2014-08-06,3.75359631939,-3.84126170227,-2.69468209839
2014-08-07,3.71361812981,-3.79015589062,-2.80797022214
2014-08-08,3.7102206554,-3.79216087603,-2.73694129017
2014-08-11,3.70890722222,-3.78830667605,-2.70820991773
2014-08-12,3.754524949,-3.82661734579,-2.81853686716
2014-08-13,3.72720694688,-3.78766464139,-2.8982297416
2014-08-14,3.67968868133,-3.74052490292,-2.8485624162
2014-08-15,3.5890544693,-3.66027311809,-2.73674134729
2014-08-18,3.6608237637,-3.73867810328,-2.75116596955
2014-08-19,3.67446148365,-3.74406196792,-2.75055456474
2014-08-20,3.67478585841,-3.751408546,-2.59143560085
2014-08-21,3.63450200295,-3.72781921577,-2.49959578147
2014-08-22,3.58932664154,-3.68811699846,-2.30274908382
2014-08-25,3.55228204368,-3.66178591655,-2.19520264838
2014-08-26,3.57469766024,-3.67226351281,-2.29213733911
2014-08-27,3.52986784331,-3.63121252207,-2.26140150095
2014-08-28,3.4961843428,-3.59892859662,-2.24824928037
2014-08-29,3.51839034841,-3.62295957208,-2.31177434062
2014-09-02,3.60001897058,-3.71259424795,-2.26755971574
2014-09-03,3.58149176792,-3.69439601271,-2.23528898637
2014-09-04,3.64516659106,-3.76043662161,-2.28410430968
2014-09-05,3.67958601316,-3.78792690417,-2.41060903032
2014-09-08,3.67040294749,-3.79598154108,-2.27425042762
2014-09-09,3.6598383061,-3.79636350888,-2.12090593345
2014-09-10,3.70034062119,-3.8413732719,-2.11281875824
2014-09-11,3.7114601994,-3.85102518069,-2.13843833377
2014-09-12,3.81905427363,-3.96209728493,-2.24386008225
2014-09-15,3.80639734144,-3.94256860925,-2.28994410716
2014-09-16,3.83839112565,-3.9668802234,-2.41738204611
2014-09-17,3.8370446188,-3.9754365743,-2.2773342069
2014-09-18,3.828211176,-3.97910261092,-2.17359049023
2014-09-19,3.74443386179,-3.89908639398,-2.0585000713
2014-09-22,3.73686737844,-3.8921274174,-2.12844746263
2014-09-23,3.70214529879,-3.84988334449,-2.13520931159
2014-09-24,3.73001208902,-3.88303198688,-2.07732185534
2014-09-25,3.67052209127,-3.82133870924,-2.13364842928
2014-09-26,3.66141305086,-3.8206019413,-1.96514635412
2014-09-29,3.61557488592,-3.76118001795,-1.97578069296
2014-09-30,3.65034654299,-3.79387515842,-2.01624684477
2014-10-01,3.5459398153,-3.67782725252,-2.10570163162
2014-10-02,3.58133727903,-3.72017795057,-2.1302304731
2014-10-03,3.54758781974,-3.69735921142,-1.93232560157
2014-10-06,3.54578823838,-3.67734626776,-2.05674566384
2014-10-07,3.47402269587,-3.59400713476,-2.10762364715
2014-10-08,3.51317824013,-3.61613430917,-2.41208288906
2014-10-09,3.50423383073,-3.60515376156,-2.38734891449
2014-10-10,3.45998187099,-3.55978948341,-2.37935554019
2014-10-14,3.37943151549,-3.44920298207,-2.58493805328
2014-10-15,3.35187228655,-3.39959533542,-2.79623396766
2014-10-16,3.37534247942,-3.41516981397,-2.80071362789
2014-10-17,3.41076467087,-3.46922757257,-2.67245470337
2014-10-20,3.39616879838,-3.44592281545,-2.75186120279
2014-10-21,3.44378694379,-3.4923254025,-2.7824500665
2014-10-22,3.44557123422,-3.499411946,-2.68808072564
2014-10-23,3.48715411116,-3.56382985192,-2.60821990334
2014-10-24,3.4897216979,-3.56648219176,-2.6153302321
2014-10-27,3.47283927794,-3.53881728156,-2.63969005971
2014-10-28,3.50252840349,-3.58096874393,-2.59722350493
2014-10-29,3.47687071933,-3.57633321737,-2.2637687046
2014-10-30,3.4547340492,-3.55989383692,-2.26461436507
2014-10-31,3.48598231969,-3.60187962603,-2.19907523439
2014-11-03,3.47855097806,-3.57856530328,-2.17321072499
2014-11-04,3.45514871913,-3.55496981295,-2.12859001359
2014-11-05,3.46855842251,-3.56455512067,-2.15728089833
2014-11-06,3.49926676156,-3.60547341432,-2.08085425028
2014-11-07,3.43755835859,-3.52714523689,-2.19323066767
2014-11-10,3.48569621849,-3.58673469956,-2.09134949451
2014-11-12,3.48310522348,-3.57698801251,-2.10668633613
2014-11-13,3.47677539452,-3.56186428923,-2.16606170705
2014-11-14,3.42928757408,-3.51929408695,-2.10753673145
2014-11-17,3.45351062862,-3.55071385351,-2.10467863753
2014-11-18,3.43810755901,-3.53076564908,-2.11893809076
2014-11-19,3.47024286551,-3.57270698702,-2.06442224298
2014-11-20,3.44594129353,-3.54298229735,-2.08894579036
2014-11-21,3.40677524152,-3.50646545148,-2.04504040522
2014-11-24,3.39645776525,-3.48767357627,-2.06439809672
2014-11-25,3.35015192256,-3.43089664618,-2.08580788493
2014-11-26,3.31967525491,-3.39699074776,-2.06420250288
2014-11-28,3.26735907407,-3.33981345895,-2.17715042165
2014-12-01,3.32127794886,-3.40364757302,-2.16837779421
2014-12-02,3.37190970645,-3.45615025189,-2.0490938573
2014-12-03,3.34986653431,-3.45422161908,-1.90516426552
2014-12-04,3.29311504611,-3.39164071796,-1.87626226568
2014-12-05,3.28548564006,-3.41224999025,-1.46149572037
2014-12-08,3.19781565722,-3.31361403753,-1.36007781642
2014-12-09,3.15509616312,-3.23929178641,-1.41501961147
2014-12-10,3.12687486039,-3.20775252183,-1.54825011502
2014-12-11,3.11567566732,-3.22425349466,-1.35626002009
2014-12-12,3.02524462917,-3.1220947735,-1.47514616686
2014-12-15,3.00149528166,-3.09767218543,-1.26582570381
2014-12-16,2.94996068396,-3.03741595377,-1.3217125466
2014-12-17,2.99950019557,-3.10334931943,-1.15304687748
2014-12-18,3.08663065006,-3.189037941,-1.11617561569
2014-12-19,3.00955346604,-3.12631609308,-0.981103225096
2014-12-22,2.97583392237,-3.07869429743,-0.856846892727
2014-12-23,3.09394925875,-3.22022946264,-0.862922100178
2014-12-24,3.07586349474,-3.22025812795,-0.758766796672
2014-12-26,3.04683912307,-3.20221197608,-0.706476702977
2014-12-29,3.02123384729,-3.15528055481,-0.810935573091
2014-12-30,3.01384879975,-3.13463149557,-0.931080219943
2014-12-31,2.99646015981,-3.1036275542,-0.990543304198
2015-01-02,2.92438979554,-3.0399382487,-0.943961770944
2015-01-05,2.80331181743,-2.91387741395,-0.804573812984
2015-01-06,2.72101077978,-2.82194851841,-0.841004262363
2015-01-07,2.73043316338,-2.82601570026,-0.951231254576
2015-01-08,2.83031716338,-2.93673360048,-1.06063885488
2015-01-09,2.79138838217,-2.88653045829,-1.16088754471
2015-01-12,2.73313564348,-2.81458199352,-1.25185567295
2015-01-13,2.74565153224,-2.82014596899,-1.35953555025
2015-01-14,2.72173325884,-2.78011440735,-1.49630678024
2015-01-15,2.65618666461,-2.69654234547,-1.70677263047
2015-01-16,2.69443484053,-2.75690768565,-1.53699715518
2015-01-20,2.63091852238,-2.70837414722,-1.28469073572
2015-01-21,2.69312184857,-2.77695519995,-1.2999790465
2015-01-22,2.71052615341,-2.79950146426,-1.24000239776
2015-01-23,2.60674272284,-2.69267618046,-1.20472952538
2015-01-26,2.62151828091,-2.70596554191,-1.14728612356
2015-01-27,2.63166674658,-2.71453829281,-1.22002753237
2015-01-28,2.51479773299,-2.58335143334,-1.25464544239
2015-01-29,2.57050301056,-2.64953305942,-1.2382056103
2015-01-30,2.48984126518,-2.54964750768,-1.37048678765
2015-02-02,2.49914806737,-2.56113870384,-1.35723657635
2015-02-03,2.61739702435,-2.68625627572,-1.30624264174
2015-02-04,2.63581859733,-2.71841984141,-1.29340664897
2015-02-05,2.67347546718,-2.74776894667,-1.35649909076
2015-02-06,2.72163152478,-2.83320270745,-0.841976837644
2015-02-09,2.73036205745,-2.84410400557,-0.83812898007
2015-02-10,2.79585294248,-2.91071465637,-0.874101034509
2015-02-11,2.78621901056,-2.90892638731,-0.826936012176
2015-02-12,2.81364437274,-2.92303486666,-1.03078388789
2015-02-13,2.86726328245,-2.98175060888,-1.03098357171
2015-02-17,2.98030888147,-3.10712862325,-0.953143761292
2015-02-18,2.97349449289,-3.07391212716,-1.3040226755
2015-02-19,2.99877480145,-3.11415101533,-1.14730471343
2015-02-20,2.9977445812,-3.12137545236,-1.06849082909
2015-02-23,2.92399084676,-3.04137660433,-1.09118002386
2015-02-24,2.86588363142,-2.95925176027,-1.25398600653
2015-02-25,2.81606799952,-2.91775305457,-1.14490027338
2015-02-26,2.87029374935,-2.98351995233,-1.01066367721
2015-02-27,2.8529693928,-2.96003458521,-1.10165327853
2015-03-02,2.94168126688,-3.05785040151,-1.06879507605
2015-03-03,2.9676056021,-3.0920148551,-0.968366513593
2015-03-04,2.98137395767,-3.10429846172,-1.04571549075
2015-03-05,2.9832870995,-3.09186489853,-1.15197248551
2015-03-06,3.11138454581,-3.24773696523,-0.958074315729
2015-03-09,3.07109013045,-3.1934599624,-1.02446711043
2015-03-10,2.99120135994,-3.10330487293,-1.00377202662
2015-03-11,2.94328102875,-3.05103681028,-0.962490131552
2015-03-12,2.95457031735,-3.0581892422,-1.06318862092
2015-03-13,2.9687210361,-3.07356311201,-1.03938387257
2015-03-16,2.9335301057,-3.01655929465,-1.06827072769
2015-03-17,2.85471757954,-2.92721410905,-0.930348204236
2015-03-18,2.78004759516,-2.84863220637,-1.28445098163
2015-03-19,2.78728585504,-2.87098455781,-1.04233227541
2015-03-20,2.74560033783,-2.83746026722,-1.11132635158
2015-03-23,2.75735261129,-2.82718725286,-1.22074472934
2015-03-24,2.70318069931,-2.7681688456,-1.21815841907
2015-03-25,2.74927560317,-2.81861099481,-1.18259504144
2015-03-26,2.85665107502,-2.92778471398,-1.20461409318
2015-03-27,2.78066515715,-2.84209277763,-1.25393770913
2015-03-30,2.80911133275,-2.86156234541,-1.32022328906
2015-03-31,2.81181215829,-2.84567392574,-1.47529906795
2015-04-01,2.7170468032,-2.76077603817,-1.39730470629
2015-04-02,2.7941824149,-2.85196820022,-1.46410997666
2015-04-03,2.76499065098,-2.79700095597,-1.7321498013
2015-04-06,2.85227690428,-2.89684002815,-1.73378147315
2015-04-07,2.78551747671,-2.83979616839,-1.56052428254
2015-04-08,2.79661444688,-2.85384803725,-1.50590486044
2015-04-09,2.88014312279,-2.94223526698,-1.53775809499
2015-04-10,2.83835798254,-2.9146377119,-1.38900082745
2015-04-13,2.84860764737,-2.90431347947,-1.53354026472
2015-04-14,2.8057138438,-2.85952751485,-1.56497991026
2015-04-15,2.82355122881,-2.87952504114,-1.62589609892
2015-04-16,2.84560614482,-2.8888887415,-1.77376138359
2015-04-17,2.77264326853,-2.82585650034,-1.58749608586
2015-04-20,2.82266317467,-2.86213489468,-1.62081070641
2015-04-21,2.84856931594,-2.89891467385,-1.62209815282
